title,state,region,source_type,source_url,ingredient_count,step_count,ingredients,instructions
Onion Raita Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/onion-raita-recipe-make-onion-raita-recipe/,5,5,"0.5 cup onions, 1 cup curd, 2 green chilies, 1 tablespoon coriander leaves, salt to taste","1. Rinse onions under running water. peel off the skin and rinse them again. Rinse green chilies. Add coriander leaves to a bowl filled with water. rinse and repeat the rinse. Drain them. 2. Slice onions, chop chilies and coriander leaves, discarding the fibrous stalks. 3. Add yogurt & salt to a bowl. Whisk the yogurt until smooth. 4. Add onions, green chilies, coriander leaves to the bowl. Mix well. Taste test and add more salt if required. 5. Optionally add more yogurt if you prefer more. Add more sliced onions if you prefer more onions. Serve onion raita with biryani or pulao."
onion rings recipe | crispy onion rings | onion fried rings,Unclassified,Unclassified,web,https://hebbarskitchen.com/onion-rings-recipe-onion-fried-rings/,9,8,"1 onion, 0.5 cup maida plain flour, 2 tbsp corn flour, 0.5 tsp mixed herbs, 0.5 tsp chilli flakes, 0.5 tsp salt, 0.5 cup water, 1 cup corn flakes crumb, oil for frying","1. in a small bowl take ½ cup maida, 2 tbsp corn flour, ½ tsp mixed herbs, ½ tsp chilli flakes and ½ tsp salt. 2. prepare a smooth lump free batter adding more water if required. 3. now dip an onion ring into maida paste and coat well. 4. slowly drop the coated onion ring into corn flakes crumb and coat well. 5. now for double coating, drop the onion ring again to maida batter and wet completely. 6. further, roll in corn flakes crumbs and coat well. 7. fry until the onion rings turn golden brown and crisp. 8. finally, enjoy onion rings with sauce as an evening snack."
Onion Salad Recipe (Laccha Pyaaz),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/onion-salad/,8,8,"2 medium onions, 1 green chilli, 2 sprigs coriander leaves, 1 lemon, 0.5 teaspoon salt, 0.5 teaspoon red chilli powder, 0.625 teaspoon chaat masala, 0.375 teaspoon black pepper","1. Rinse onions under running water and peel them. Repeat the rinse and remove any outer layers that are bruised or dried out. Rinse lemon, green chili and coriander leaves. 2. Slice the onions to thin rings. You can also simply slice them. Deseed and fine chop green chilies and coriander leaves. 3. Separate the layers, discard if any thin membrane comes out. Add them to a bowl of very cold water. Leave for 10 mins. Drain the water from bowl. 4. Shake off the onion rings and add them to another serving bowl. 5. To spice up the onion salad, you will use red chilli powder, black pepper, chaat masala and salt. If you don’t have chaat masala, you may use a small amount of cumin powder and amchur powder (dried mango powder). But the flavors won’t be the same. You can start with smaller quantities and adjust towards the end. 6. Squeeze lemon juice and toss the onions. 7. Mix the ground spices and salt in a small plate. Sprinkle all over evenly. Also add chopped chilies and coriander leaves. 8. Toss and taste test. Add salt or spices or lemon juice if you want more. Serve the onion salad immediately. It is best eaten under 1 hour."
onion samosa recipe | patti samosa with samosa sheets | irani samosa,Unclassified,Unclassified,web,https://hebbarskitchen.com/onion-samosa-recipe-patti-samosa/,14,21,"2 cup maida, 2 tbsp corn flour, 0.5 tsp salt, 2 cup water, 2 onion, 1 cup poha avalakki flattened rice, 1 chilli, 1 tsp chilli powder, 0.5 tsp cumin powder, 1 tsp chaat masala, 0.75 tsp salt, 2 tbsp coriander, maida paste, oil","1. firstly, in a large bowl take 2 cup maida, 2 tbsp corn flour and ½ tsp salt. 2. add 2 to 2½ cup water and mix well using a whisk. 3. whisk until a smooth lump-free batter is formed adding water as required. 4. now grease the pan and pour a ladleful of batter on a hot pan. 5. swirl once making sure the batter is uniformly spread. 6. cook for a minute or until the sheet is cooked without browning. 7. now flip over gently and continue to cook. 8. finally, the samosa sheet is ready. you can cover and use it to prepare patti samosa or spring rolls. 9. firstly, in a large bowl take 2 onion, 1 cup poha, 1 chilli and 1 tsp chilli powder. 10. also add ½ tsp cumin powder, 1 tsp chaat masala, ¾ tsp salt and 2 tbsp coriander. 11. mix well by squeezing onions. 12. onion stuffing is ready. 13. how to fold irani samosa: 14. firstly, take the prepared samosa sheet and cut in half. 15. fold into triangle sticking using maida. 16. stuff the onion stuffing. make sure to stuff well else the samosa will be bland. 17. seal the samosa using maida paste. 18. deep fry the samosa in hot oil keeping the flame on low. 19. stir occasionally, frying in between making sure to brown uniformly. 20. it will take approximately 15-20 minutes to get crispy golden coloured samosa. 21. drain off the samosa and enjoy irani samosa with tomato sauce."
Onion Tomato Chutney Recipe | Tomato Onion Chutney Recipe,Unclassified,Unclassified,web,https://hebbarskitchen.com/onion-tomato-chutney-recipe/,15,10,"2 tbsp oil, 2 tbsp urad dal, 1 inch ginger, 3 cloves garlic, 1 red chilli, 0.5 onion, 3 tomato, 0.25 tsp turmeric, 1 tsp salt, 2 tbsp oil, 0.5 tsp urad dal, 1 tsp mustard, 2 red chilli, pinch hing, few curry leaves","1. Firstly, in a pan heat 2 tbsp oil and roast 2 tbsp urad dal till turns aromatic. 2. Add 1 inch of ginger, 3 cloves of garlic, and 10 dried red chilies. Roast until the chilies puff up. 3. Further saute ½ onion, till the onion softens and raw smell is lost. 4. Add 3 tomato, ¼ tsp turmeric, and cook until the tomato softens and turns mushy. 5. Cool completely, and transfer to the mixer jar. 6. Add 1 tsp salt and grind to a smooth paste adding water as required. 7. Transfer the chutney to the large bowl and adjust the consistency by adding water as required. 8. To prepare the tempering, heat 2 tbsp oil. Add ½ tsp urad dal, 1 tsp mustard, 2 dried red chillies, a pinch of hing, and a few curry leaves. 9. Splutter the tempering and pour over the chutney. 10. Finally, enjoy Tomato Onion Chutney Recipe with dosa, idli, and rice."
onion tomato raita recipe | tomato onion raita recipe,Unclassified,Unclassified,web,https://hebbarskitchen.com/onion-tomato-raita-recipe/,6,5,"1 cup whisked curd yoghurt, finely chopped onion, finely chopped tomato, few coriander leaves finely chopped, salt as per the taste, water to maintain the consistency","1. initially, finely chop the onions and tomato. also take 1 cup of curd and whisk it properly.onion tomato raita 2. in a bowl onion and tomato. mix it well. now add the whisked curd and give a rough mix. 3. add salt as per your taste. be careful, while adding salt. you do not want your raita to be salty.onion tomato raita 4. add finely chopped corriander leaves anad mix it. garnish the raita with coriander leaves. 5. your raita is ready. serve it with biryani, pulao or paratha"
Orange Juice Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/orange-juice-recipe/,2,16,"9 oranges, 1 inch ginger","1. Rinse the fruit well under running water and pat dry with kitchen tissues. Cut the fruit to 2 parts. 2. Remove the seeds as much as possible with the help of a knife. 3. Squeeze the halved oranges over a glass, to extract the juice. Simply remove any seeds left in the juice. Please note this method works only with the freshest, thin skinned juicy oranges. 4. This is probably the most obvious way to juice oranges. With either a handheld juicer or an electric model, this method is quite effective. Start by washing the fruit and cutting it in half, exposing the fruit. 5. Another way to make this juice at home is with an electric blender. This is a great option because it utilizes the whole orange, minus the peel, providing more fiber that other methods that yield just the juice. 6. For this method, start by washing your oranges and removing the peel. 7. Remove the white pith or white membrane, as well. Orange pith is nutritious and is a rich source of fiber however it imparts a bitter taste so I try to remove as much as possible. 8. You will have to halve the oranges and then make a deep cut in the center as seen in the picture below. 9. You will see the seeds there. 10. Remove them gently with the knife. If you prefer cold juice, freeze your oranges for about an hour before juicing them. 11. Once your oranges are prepared simply add them to the jar of your electric blender. Pour water or any other juice just to cover them partially and blend until smooth and liquefied. Do not add a lot as it dilutes the taste. 12. When properly blended, optionally strain the juice through a fine mesh strainer to remove any pith and enjoy! 13. Juice made in blender has slight bitter taste from the pith. Also note that pith is healthy and has many nutritional benefits. To cut down the bitter taste, you may add a pinch of salt and 1 tablespoon of honey or maple syrup. 14. If you happen to have a slow juicer in your arsenal of kitchen tools, making juice is quite simple. Start by washing the fruit and peeling. Remove any white pith. 15. Turn on the slow juicer and add the whole peeled fruit to the chute/feeding tube. Collect the juice and the pulp in the respective containers. You can also add a small piece of ginger if you live in a cold place. We always add little mineral salt and a small piece of ginger to the juice since the cold pressed juice is very cooling to the body. 16. Serve orange juice immediately before if begins to oxidize. If you have any excess you can also freeze it to popsicles. Pour it the moulds and freeze."
orange kulfi recipe | kulfi orange in orange shells | orange kesar pista kulfi,Unclassified,Unclassified,web,https://hebbarskitchen.com/orange-kulfi-recipe-orange-shells/,9,20,"5 orange, 1 litre milk, 1 cup milk powder, 1 cup cream, 0.5 cup sugar, 0.25 tsp orange food colour, 2 tbsp cashew, 2 tbsp almonds, 2 tbsp pistachios","1. firstly, take 5 navel orange and cut in such a way you get the orange mould and cap for setting the kulfi. 2. scrape the pulp out carefully without damaging the oranges. i have used navel oranges as they are seedless and are thought to be one of the world’s best-tasting oranges. 3. keep aside the mould and cap aside. 4. now in a large kadai take 1-litre milk, 1 cup milk powder and 1 cup of cream. 5. mix well making sure everything is well combined without any lumps. 6. stir continuously and get the milk to a boil. 7. simmer for 10 minutes, stirring in between or until the milk thickens slightly. 8. now add ½ cup sugar and ¼ tsp orange food colour. 9. mix well and boil for at least 10 minutes. 10. stir in between and cook until the milk thickens. 11. transfer the milk into a bowl and refrigerate for an hour. 12. after 1 hour the milk has thickened well. 13. now add 1 cup orange juice and pulp which we collected while scraping oranges to make moulds. 14. mix well forming a smooth consistency. 15. also add 2 tbsp cashew, 2 tbsp almonds and 2 tbsp pistachios. 16. mix well and the orange kulfi mixture is ready to set. 17. pour the kulfi mixture into the orange moulds. you can alternatively use any cups or kulfi mould to set the kulfi. 18. cover with the orange cap and freeze for at least 8 hours. 19. after 8 hours, the kulfi has set completely. 20. finally, cut into pieces of your choice and enjoy orange kulfi."
oreo milkshake recipe | oreo shake recipe | oreo smoothie recipe,Unclassified,Unclassified,web,https://hebbarskitchen.com/oreo-milkshake-recipe-oreo-shake-recipe/,5,7,"5 oreo biscuits, 0.75 cup full cream milk, scoops vanilla ice cream, 0.25 cup whipped cream, 1 oreo biscuit","1. firstly, in a blender take oreo biscuits. 2. furthermore, add ¾ to 1 cup of thick cold milk. add more milk if you are looking for thin milk shake. 3. also add 2-3 scoops of vanilla ice cream. ice cream helps to make milkshake thick and creamy. 4. further, blend to smooth milkshake. 5. pour the milkshake into serving glass. 6. also top with generous amount of whipped cream. 7. finally, serve oreo milk shake garnished with few crushed oreo biscuits."
Ottu Shavige Recipe | Instant Akki Vattu Shavige Karnataka Style,Karnataka,South,web,https://hebbarskitchen.com/akki-ottu-shavige-idiyappam-recipe/,4,13,"2 cup water, 1 tsp coconut oil, 1 tsp salt, 2 cup rice flour","1. Firstly, in a large kadai take 2 cup water, 1 tsp coconut oil, and 1 tsp salt. 2. Mix well and get to a rolling boil. 3. Once the water comes to a boil, add 2 cup rice flour and mix well. 4. Mix until the flour absorbs all the water. 5. Turn off the flame, cover it, and rest for 2 minutes. 6. When the flour is still hot, start to knead the dough. 7. You can sprinkle hot water if the flour is dry. 8. Prepare a soft and non-sticky dough. if the dough is too soft, then idiyappam will turn sticky once steamed. And if the dough is too hard, it will be difficult to press. 9. Now pinch a ball-sized dough and shape it into a cylindrical shape. 10. Place the dough into the steamer and steam for 10 minutes or until the dough is non-sticky. 11. Now grease the small holes mold with oil and stuff in the dough. 12. Press the shavige into a spiral shape. 13. Finally, enjoy the Instant Ottu Shavige Recipe or store it in the casserole if serving later."
Overnight Oats Recipe | Dates Nut Overnight Oats Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/overnight-oats-recipe/,5,8,"0.5 cup rolled, Milk, 1 handful almonds, sweetener, 2.5 tbsp coconut","1. Add half cup rolled or ¾ cup quick oats to the jar. Quick ones are precooked and dehydrated, so if possible use rolled oats. But the nutrition in rolled and quick variety is almost the same. 2. Pour milk just enough to immerse them. You can use any vegan milk too like organic soya, coconut or almond milk. You can use any fresh fruit juice too instead of milk. 3. I prefer to add in some nut since soaking enhances the nutrition. You can add any of your favorite nuts. I added few broken walnuts. 4. Add some chopped dates. Top with little more milk. You can skip dates and add any sweetener. 5. Cover and refrigerate over night or at least for 4 hours. 6. The next morning all the ingredients are soaked well. 7. You can add your favorite toppings. I like to add some fresh grated coconut. You can also use some frozen coconut. 8. Then lot of chopped nuts, seeds and then few more chopped dates. I used some pumpkin seeds, almonds and dates. You can even add some choco chips, chopped chocolate, sesame seeds or sunflower seeds."
paan kulfi recipe | instant paan ice cream | no cook kulfi recipe,Unclassified,Unclassified,web,https://hebbarskitchen.com/paan-kulfi-recipe-no-cook-kulfi-recipe/,11,11,"0.75 cup thickened cream malai, 0.5 cup milkmaid condensed milk, 2 tbsp dates khajoor, 0.5 cup full cream milk, 3 paan leaf betel leaf, 1 tbsp almonds badam, 1 tbsp pistachios, 0.25 tsp cardamom powder elachi powder, 1 tbsp cashew kaju, 1 tsp saunf fennel, 2 drops green food colour","1. firstly, in a large mixing bowl add ¾ cup thickened cream. preferably use 35% milk fat. 2. beat or whisk for a minute or till stiff peaks appear. 3. further add ½ cup milkmaid and ½ cup full cream milk. add more milkmaid if you prefer it to be more sweet. 4. give a mix making sure everything is combined well. 5. additionally, add 3 paan leaf chopped finely. 6. add 2 tbsp dates, 1 tbsp almonds, 1 tbsp pistachios, 1 tbsp cashew, ¼ tsp cardamom powder, 1 tsp saunf. 7. also add 2 drops green food colour. 8. mix well making sure everything is combined well. 9. transfer the mixture to matka or kulfi mould. 10. cover and freeze for 8 hours or till it sets completely. 11. finally, serve paan kulfi recipe garnished with few chopped nuts."
pachi pulusu recipe | raw tamarind rasam | vankaya pachi pulusu,Tamil Nadu,South,web,https://hebbarskitchen.com/pachi-pulusu-recipe-raw-tamarind-rasam/,12,14,"ball sized tamarind, 3 cup water, 2 chilli, 1 onion, 2 tbsp curry leaves, 2 tbsp coriander, 1 tsp jaggery gud, 0.75 tsp salt, 3 tsp oil, 1 tsp cumin jeera, 1 red chilli, few curry leaves","1. firstly, in a small bowl soak ball sized tamarind in 1 cup water for 20 minutes. 2. squeeze the tamarind and extract the juice. keep aside. 3. take 2 green chilli, make a slit in centre. 4. roast on direct flame until skin darkens all sides. 5. now peel the skin off by rubbing between tissue paper. 6. take roasted chilli into large bowl. 7. add 1 onion, 2 tbsp curry leaves and 2 tbsp coriander. 8. squeeze and mix well making sure the flavours are absorbed. 9. add in tamarind extract discarding the pulp. 10. also add 1 tsp jaggery and ¾ tsp salt. mix well. 11. prepare the tempering by heating 3 tsp oil. 12. splutter 1 tsp cumin, 1 dried red chilli and few curry leaves. 13. pour the tempering over raw tamarind rasam and mix well. 14. finally, pachi pulusu is ready to enjoy with hot steamed rice."
Pakodi Recipe (Street Style Onion Pakora),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/onion-pakora-recipe-onion-pakoda-recipe/,15,11,"1.25 cup onions, 0.75 tsp ginger garlic paste, 2 green chilies, 1 mint, 1 sprig curry leaves, 2 sprigs coriander leaves, Salt, 0.25 cup besan, 2 tbsps rice flour, 2 tbsps corn flour, 0.375 tsp red chili powder, 0.125 tsp turmeric, 0.5 tsp ajwain, 1 tbsp oil, Oil","1. Add thinly sliced onions, green chilies, ginger garlic paste, finely chopped coriander, mint & curry leaves to a bowl. Sprinkle salt all over. Gently mix for about 30 secs and set aside for 10 minutes. 2. You will see onions release moisture. 3. Add besan, rice flour and corn flour (corn starch). 4. Add red chili powder, turmeric and ajwain. 5. Mix well to make a tight dough. I have not used water at all. The mixture should look something like shown in the picture. But if it is too dry and doesn’t bind together then you may can sprinkle some water. The quantity of flours mentioned in the recipe works well for our taste. If you like more flour in your pakora, then you may also use up the flour mentioned as optional in the recipe card. 6. Heat up 1 tbsp oil in a kadai. It must turn very hot. Pour it to the dough. Mix it. 7. Heat oil in a kadai for deep frying. Test if it is hot enough by dropping a small portion of the mix. If the oil is hot enough the dough raises, make sure it is not smoky hot as well. 8. Take small portions and drop in the hot oil. Do not add the mixture in large lumpy portions. 9. Fry until golden on a medium flame stirring often. When they are done, bubbles will reduce. 10. Drain them on a kitchen tissue. 11. Serve onion pakoda hot or warm. These can also be reheated quickly in a oven at 220 C for 3 to 5 mins depending on the size."
Pakora Recipe | Vegetable Pakora,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/pakora-recipe-vegetable-pakora-pakoda/,15,10,"0.5 cup besan, 0.25 cup rice flour, 0.5 teaspoon salt, 3 green chili peppers, 2 tablespoons mint leaves, 1 teaspoon ginger garlic paste, 0.375 teaspoon garam masala powder, 0.5 teaspoons carom seeds, oil for deep frying as needed, 1 medium carrot, 0.25 cup capsicum, 1 cup cabbage, 1 medium onion, 6 french beans, 1 cup spinach","1. Wash the veggies and cut to thin 2 inch long strips. Check the pictures in the post. 2. Add them to a bowl along with ginger garlic, green chilies (or chilli flakes), salt, garam masala, mint or other herbs. Mix well & squeeze them gently to release moisture. Keep aside for 10 mins. 3. Add the gram flour, rice flour (or corn starch) along with ajwain (optional). Mix well to a slightly sticky dough. If the dough is too dry, sprinkle a few tablespoons of water and mix. It must be of a sticky dough consistency and not batter consistency. 4. Taste test and add more salt, garam masala or green chilies. 5. Heat oil in a deep pan on a medium heat. Test by dropping a small portion of dough, it must sizzle and come up but not brown. This is the right temperature. 6. Take small portions of dough and flatten with your fingers to 1½ inch size portions and gently slide to the hot oil. You won't shape it or drop it in lumps. 7. Regulate the flame to medium. Do not disturb for a minute or 2 until they firm up a bit. Then stir them and fry until golden, crisp and aromatic. 8. Remove the vegetable pakoras to a cooling rack or steel colander. To make the next batch, ensure the oil is hot enough but not smoking hot. Fry in batches until you finish all of the prepared dough. 9. Serve vegetable pakora hot with a cup of masala tea, Coriander chutney or green chutney. 10. To keep them crispy for longer, place them on a wired rack in a low oven setting. You can also reheat them in air fryer."
Pala thalikalu recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/pala-thalikalu/,15,16,"0.75 cup rice flour, 0.5 cup water, 0.25 cup milk, 1 tbsp sugar, 1 tsp ghee, 2 tbsp ghee, 12 cashews, 12 raisins, 2 tbsp coconut, 3 cups milk, 1 tbsp rice flour, 0.25 cup water, 0.25 tsp cardamom powder, 0.625 cup jaggery, 3 tbsp water","1. Grease your murukku mould or janthikalu maker. 2. Mix 1 tbsp rice flour in ¼ cup water to make a smooth lump free mixture. 3. Set this aside. 4. Put the dough inside the mould. 5. When you press the mould gently the dough should come out easily without breaking. This is the right consistency of the dough. 6. Heat ghee in a wide pan. I used a pressure pan. Add cashews and fry until light golden. Then add dried coconut and raisins. When they turn golden remove to a plate. I forgot to use coconut, later I fried separately and used. 7. Pour milk to the pot and bring it to a boil. 8. When the milk comes to a boil, regulate the flame to medium. Make sure the milk is boiling, then gently squeeze in the dough from the mould. 9. I squeezed up all the dough at once in circular motion as my pressure pan was wide enough to hold the entire dough. If you are using a small pan then they will all clump up together due to less space. 10. Please note: Avoid using a spoon or ladle from here on. Just swirl the milk in the pan when needed to mix. This avoids breaking the pala thalikalu. 11. Do not stir them or disturb for 3 mins. They will break as the dough is still not cooked. After 3 mins, Swirl the milk in the pan gently a few times to disperse the thalikalu evenly in milk. 12. Allow to cook exactly for another 4 to 5 mins depending on the thickness of the thalikalu. So total cook time is 7 to 8 mins. Overcooking can make them hard and dense. 13. Stir the rice flour mixture in the cup with a spoon. Slowly pour it to the pan towards the sides of the pan. Swirl a few times to disperse the rice flour in the milk otherwise lumps can form. Cook until it thickens. Swril again if needed. With in 1 to 2 mins the mixture turns thick. Do not overcook until it turns too thick, slightly thickness is good enough as it turns more thick after cooling. 14. Add cardamom powder. Turn off and take it away from the stove. If adding grated jaggery then you can add it and stir until it dissolves. Cooking further may curdle the payasam. 15. Ensure the jaggery syrup is cooled completely. Filter that to the pala thalikalu. Swirl gently as many times as needed until the jaggery is blended well. You can also use ladle at this stage as the thalikalu firm up. 16. Pour some ghee if desired and add the cashews, coconut and raisins."
palak chaat recipe | palak pakoda chaat | spinach pakora chaat,Unclassified,Unclassified,web,https://hebbarskitchen.com/palak-chaat-recipe-palak-pakoda-chaat/,22,14,"1 cup besan, 0.25 cup rice flour, 0.25 tsp turmeric, 0.5 tsp chilli powder, 0.5 tsp chaat masala, 0.25 tsp ajwain, 0.5 tsp salt, water, 1 bunch palak leaves, oil, potato, 2 tsp green chutney, 2 tsp tamarind chutney, 2 tbsp curd, chilli powder, chaat masala, cumin powder, aamchur, 2 tbsp onion, 2 tbsp sev, 2 tbsp boondi, salad","1. firstly, in a large bowl take 1 cup besan and ¼ cup rice flour. 2. add ¼ tsp turmeric, ½ tsp chilli powder, ½ tsp chaat masala, ¼ tsp ajwain and ½ tsp salt. 3. mix well making sure everything is well combined. 4. add water as required and prepare the batter. 5. prepare a smooth lump-free batter. 6. now dip the palak leaf in batter, covering completely. 7. deep fry in hot oil, keeping the flame on medium. 8. stir and fry on both the flame until it turns golden brown and crisp. 9. drain off the pakoda to remove excess oil. 10. in a plate, place fried pakoda. 11. top with boiled potato, 2 tsp green chutney, 2 tsp tamarind chutney and 2 tbsp curd. 12. also top with chilli powder, chaat masala, cumin powder and aamchur. 13. further, add 2 tbsp onion, 2 tbsp sev, 2 tbsp boondi and salad. 14. finally, enjoy palak patta chaat as an evening snack."
palak chakli recipe | palak murukku recipe | spinach murukku,Unclassified,Unclassified,web,https://hebbarskitchen.com/palak-chakli-recipe-palak-murukku-recipe/,12,11,"2 cups rice flour, 0.5 cup besan gram flour, 2 tbsp roasted chana dal roasted bengal gram putani, 0.5 tsp jeera cumin seeds, pinch of hing asafoetida, salt to taste, 1 tsp butter, 0.25 cup water, oil for deep frying, handful of palak spinach leaves, 2 green chilli, 0.25 cup water","1. firstly, prepare the palak puree by blending handful of palak, 2 green chilli and ¼ cup water. 2. blend to smooth paste and keep aside. 3. now in a large mixing bowl, take 2 cups rice flour, ½ cup besan, 2 tbsp powdered putani, ½ tsp jeera, pinch of hing, salt to taste and 1 tsp butter. 4. combine all the ingredients well, making sure to mash butter. 5. now add prepared palak puree and mix well. 6. additionally water as required and knead dough to smooth and soft dough. 7. now take star mold and prepare small spiral shaped chaklis by pressing. 8. take one palak chakli at time and slide it into hot oil. 9. flip the chakli and fry on medium flame till they turn crispy from both sides. 10. furthermore, drain over a paper towel to remove excess oil. 11. finally serve crispy and healthy palak chakli with masala tea or masala milk."
Palak Chicken (Chicken Saag Recipe),Unclassified,North,web,https://www.indianhealthyrecipes.com/palak-spinach-chicken/,22,13,"1.1 pounds Boneless Chicken, 1 tablespoon lemon juice, 0.29166666666666663 teaspoon black pepper, 0.29166666666666663 teaspoon Kashmiri red chilli powder, 0.25 teaspoon salt, 8.5 ounces Baby Spinach, 3 green chilies, 18 cashews, 2 tablespoons oil, 0.875 cup onions, 0.875 cup tomatoes, 2 teaspoons ginger garlic paste, 0.625 teaspoon garam masala, 1 tablespoon kasuri methi, 0.875 teaspoon salt, 1.5 tablespoons whipping cream, 1 Indian bay leaf, 0.5 teaspoon cumin seeds, 3 green cardamoms, 3.5 cloves 3 to 4 cloves, 1 inch cinnamon piece, 1 black cardamom","1. Add chicken to a large mixing bowl. Sprinkle ¼ teaspoon salt, black pepper, red chilli powder and lemon juice. Mix and set aside until we need it. 2. Pour 1 teaspoon oil to a hot pan and add cashews and green chilies. Stir fry until the chilies blister. Add spinach (cleaned, rinsed and drained) and stir fry on a medium heat until wilted and fully cooked, for 6 mins. Turn off the heat & cool this. 3. Pour ½ cup cold water to a blender and transfer the spinach, chilies and cashews. You may set aside some of the green chilies which you can adjust later. 4. Make a smooth puree and taste test. If you want more heat add back the green chilis that we set aside and blend. 5. Add the rest of the oil (along with ghee if using) to a hot pan. Add all the whole spices and let them sizzle. Stir in the chopped onions and saute until light brown & really soft. 6. Stir in the ginger garlic and saute for a minute, until aromatic. 7. Add tomatoes and salt. Stir well and cook until the tomatoes lose their raw flavor. If you want you may cook covered at this stage. 8. Add the marinated chicken and stir fry on a medium high heat, until pale. Stir in the garam masala. 9. Pour ½ to ¾ cup hot water and mix well. Cook covered on a medium heat, until chicken is fully cooked through. 10. Stir in the Spinach puree. If the palak chicken gravy is too thick , you may pour little hot water. 11. Simmer until bubbling hot and cook for 3 to 4 minutes. Taste test and adjust salt. Take kasuri methi in your palms and crush it well. Sprinkle all over. Turn off the heat. Keep the gravy slightly runny if you want to serve it with rice. It thickens slightly upon cooling. 12. Garnish Palak Chicken optionally with cream. Squeeze lemon juice while serving. Serve with Steamed rice, Naan, Roti or Chapati. 13. This is not a part of the recipe but if you love authentic Indian flavors, make a nice tadka and pour it over the dish. Heat 1 tablespoon ghee on a medium heat. Add 2 to 3 sliced garlic cloves and 2 dried red chillies. Fry on a low heat for a minute, until garlic turns light golden. Add ¼ teaspoon hing (optional). Turn off and pour it over palak chicken."
Palak Corn Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/palak-corn/,26,10,"8 cups spinach, 0.25 cup coriander leaves, 1.5 cup corn kernels, 1.5 tablespoon oil, 2 green cardamoms, 4 green chilies, 1 inch ginger, 4 garlic, 1 cup yellow onion, 0.5 cup tomatoes, 1 teaspoon salt, 18 cashew nuts, 1.25 teaspoon garam masala, 0.5 teaspoon roasted cumin powder, 1 teaspoon coriander powder, 2 teaspoons kasuri methi, 0.5 cup water to cook, Lemon juice, 2.5 tablespoons heavy cream, 1.5 to 2 tablespoon ghee, 2 red chilies, 3 garlic, 0.5 teaspoon cumin seeds, 0.25 teaspoon hing, 0.5 teaspoon Kashmiri red chili powder, 1 grams paneer","1. Heat oil in a pot and add the cardamoms, onions, green chilies, ginger, garlic, and salt. Saute for 4 to 5 mins until transparent. Add the cashews, tomatoes and water. Bring to a rolling boil on a high heat. Reduce to medium and cook covered until very soft, for 10 mins. 2. Open the lid & reserve half of the green chilies aside so you can adjust the heat levels as you blend in the next steps. 3. Stir in garam masala, salt, spinach and coriander leaves. Saute until wilted and cooked through, for 3 to 4 mins. Turn off and stir in the rest of the water. 4. Blend using an immersion blender or a stand blender to a smooth or coarse puree, as per your preference. (cool down first, if using a stand blender). Taste test and adjust the green chilies/heat level at this stage. 5. Return the palak mixture to the pot and add corn kernels. Bring to a boil and let simmer for 3 to 4 mins. If you are using mature spinach, you may cook for another 3 to 4 mins. Taste test and adjust salt & garam masala. Crush kasuri methi in your hands and sprinkle. 6. Turn off and pour the cream. Corn palak is ready to serve at this stage. You may serve it with a squeeze of lemon juice if you don't want to make the tadka. 7. Heat 1 teaspoon ghee in a non-stick pan and place the paneer cubes. Fry until golden on a medium high heat, tossing them around gently. Stir in half to the corn palak and reserve the rest. 8. Turn off the heat and add the remaining ghee, cumin seeds and red chilies. When the seeds sizzle, turn on and add the garlic. 9. Let fry on a low heat until light golden. Turn off and stir in the hing, red chili powder and the rest of the fried paneer. Mix well and pour this immediately over the corn palak. Garnish with more heavy cream if you want. 10. Perform the first step on saute mode and pressure cook for 5 mins after pouring water. I cook basmati rice along with this, placed on a high legged trivet. Gently release the pressure immediately. Follow the rest as mentioned above."
