title,state,region,source_type,source_url,ingredient_count,step_count,ingredients,instructions
Amritsari Fish Fry (Tawa Fish Fry),Punjab,North,web,https://www.indianhealthyrecipes.com/amritsari-tawa-fish-fry-pan-fried-amritsari-fish/,13,20,"3 grams fish, 1 teaspoon ginger garlic paste, 0.25 teaspoon ajwain, 0.3333333333333333 teaspoon salt, 0.875 teaspoon red chili powder, 0.625 teaspoon kasuri methi, 0.75 teaspoon garam masala, 0.5 teaspoon amchur powder, 2 tablespoons curd, 1 teaspoon lemon juice, 3 tablespoons besan, 0.25 teaspoon turmeric, 2 tablespoons oil","1. Rinse the fish well and pat dry. 2. To a mixing bowl, add gram flour, salt, red chilli powder, garam masala, turmeric, amchur, kasuri methi, ajwain, ginger garlic paste & lemon juice. 3. Mix all of them well. Taste test & add more salt and red chilli powder if needed. 4. Transfer the fish pieces and add 2 tablespoons curd or water. Coat the fish well with all of these. 5. If it is too dry, you may sprinkle some water. All of the fish pieces should be coated well with the masala. 6. Pour ¼ to ½ cup oil and heat it. When the oil turns hot, test by dropping a small portion of the masala to the oil. 7. It has to rise with out browning a lot. This is the right temperature. Gently slide the fish pieces into the oil. 8. Deep fry them until crisp and golden. You will begin to smell it good when the fish is done. 9. Serve Amritsari fish hot as a side or appetizer. 10. Dry roast besan on a medium flame for few mins till you get a nice roasted aroma. This is done to remove the raw smell from the besan. Do not darken the flour. 11. Set this aside to cool. 12. Rinse fish and cut to desired sizes. Drain the water completely. 13. To a mixing bowl, add ginger garlic, red chilli powder, garam masala, turmeric, salt, amchur, kasuri methi & lemon juice. Taste test and add more salt if needed. 14. Add the fish to this and marinate well. If the fish looks too dry then sprinkle some water. I don't use curd for pan frying. Set aside for 10 mins. 15. Heat a wide pan with 2 tablespoons oil. Add ajwain. 16. When they begin to splutter, place the fish pieces one by one and fry them on a medium flame for 4 mins. 17. Flip the pieces and let them fry for another 5 mins. 18. Sprinkle 2 tablespoons besan evenly all over on one side and continue to fry without burning. To avoid lumps I sieve the flour directly on the fish. 19. Flip the pieces and fry again. The flour that we sprinkle on one side will be enough for both the sides. If needed can increase the flame slightly and fry on both sides till cooked. 20. When it is done you will begin to smell the whole thing good. Serve tawa fish hot as a starter or as a side dish."
Andhra Chicken Biryani,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/andhra-chicken-biryani-recipe-step-by-step-pictures/,29,18,"2 cups basmati rice, 3.5 cups water, 4 tablespoons oil, 1 onion, 2.5 green chili, 1 medium tomato, 1.5 to 2 teaspoons ginger garlic paste, 0.25 cup mint, 0.25 cup coriander leaves, 0.5 teaspoon salt, 4 green cardamoms, 0.375 teaspoon Pepper corn, 5 cloves 5 cloves, 2 inch cinnamon stick, 0.75 teaspoon fennel seeds, 1 bay leaf, 3 green cardamom, 4 cloves 4 cloves, 2 inch cinnamon stick, 0.25 pepper corn, 0.125 nutmeg, 1 strand mace, 1.5 star anise, 0.5 kg bone-in chicken, 0.5 cup yogurt, 1.5 teaspoon ginger garlic paste, 0.125 teaspoon turmeric, 0.5 teaspoon red chili powder, 0.5 teaspoon salt","1. Marinade: Marinate the chicken with yogurt, ginger garlic paste, turmeric, salt and red chilli powder. Keep aside. You can also marinate the previous day and refrigerate up to 48 hours. 2. Biryani masala: Powder the ingredients mentioned under to powder or use a readymade biryani masala. 3. Prepare Rice: Wash rice several times and soak for 20 mins. Drain and set aside. 4. Meanwhile, slice onions and green chilies. Pluck the mint and coriander leaves. Clean, rinse and fine chop them. Keep all the whole spices ready for tempering. 5. Heat a deep pan or a casserole or a pressure pan or cooker with oil. 6. Add all the whole spices - bay leaf, green cardamoms, cloves, cinnamon stick, black pepper corn (optional), nutmeg (optional), mace and star anise. 7. When they begin to sizzle, add onions & green chili. On a medium heat, fry till the onions turn golden color and lose the raw flavor. 8. Add ginger garlic paste and fry till the raw smell disappears. 9. Add the mint & coriander leaves. Fry for 2 to 3 minutes and then stir in the tomatoes and saute until they turn pulpy & soft. 10. Add marinated chicken and fry on high flame till the chicken turns white in color. This usually takes 3 to 4 mins. 11. Add powder masala or biryani masala powder and mix well. Saute till the mix begins to leave the sides of the pan. At this stage you will see oil begins to release. 12. Pour hot water, cover and bring the water to a rolling boil on a medium heat. Chicken will be almost cooked by this time else cook further by covering until chicken turns tender. 13. Drain the water completely from the rice and and add it here. Stir in the salt. 14. On a medium flame, Cook without the lid till almost all the water evaporates. Later turn down the heat to low. Mix well from the bottom. 15. To Cook in a Pot: Cover the pot with a lid and cook till the rice is fully done. If it looks too dry, pour some boiling hot water as this depends on the kind of rice used. 16. Optional Dum Cooking: To prevent the rice being burnt at the bottom, place the biryani pot on a hot tawa/ griddle and dum cook till the rice is cooked fully. When you see the rice is cooked and no excess moisture is left, turn off the heat. 17. If using a pressure cooker, close the lid and cook for about 5 minutes on a low flame. Turn off and Do not let it whistle. When the pressure drops open the lid. 18. Let rest the cooked biryani for at least 10 mins. Fluff up Andhra chicken biryani with a fork and garnish with coriander leaves. Serve with Onion Raita."
Andhra Chicken Curry Recipe (Kodi Kura),Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/andhra-chicken-curry-recipe-kodi-kura-with-step-by-step-pictures/,27,10,"0.5 kg chicken, 2 tablespoons lemon juice, 1 teaspoon ginger garlic paste, 0.125 teaspoon turmeric, 0.75 tablespoon red chili powder, 0.3333333333333333 teaspoon sea salt, 3.5 tablespoons Oil, 1.5 cups onions, 1.5 green chili, 1 teaspoon ginger garlic paste, 0.25 tablespoon red chili powder, 1 tomato deseeded and chopped finely, 1 handful mint leaves, 0.625 cup water, 3 tablespoons white poppy seeds, 2 tablespoons raw coconut, 1 bay leaf, 2.5 cloves 2 to 3 cloves, 2 green cardamoms, 1 inch cinnamon piece, 0.375 teaspoon shahi jeera, 2.5 tablespoons Coriander seeds, 2 inch Cinnamon piece, 5 cloves 4 to 6 Cloves, 3 green cardamom, 0.75 teaspoon cumin seeds, 6 pepper corn","1. Marinate chicken with ginger garlic, salt, turmeric, red chili powder and lemon juice. Cover and rest in the refrigerator till you prepare the other ingredients. 2. If using poppy seeds - Sun dry or dry roast poppy seeds until crunchy. First powder them thoroughly to a fine powder and add very little water and coconut (optional). Grind to a smooth paste or thick milk like consistency.If using cashews - Soak them in little hot water for 10 minutes and grind them to a smooth puree with 3 to 4 tablespoons water. 3. Heat oil in a pan and add the whole spices. When they begin to sizzle, add green chilies, onions, curry leaves (optional) and ⅓ teaspoon salt. 4. Saute on a medium to low heat until deep golden but not burnt. This takes about 10 minutes, keep stirring to brown them evenly. 5. Add ginger garlic paste and sauté for a minute, till it becomes fragrant. Do not burn. (If using tomato, add now and fry till the mixture is roasted very well and oil begins to separate.) 6. Add chicken and saute on a high flame for 3 to 4 mins. Stir in the chopped mint leaves, followed by chili powder and garam masala. Saute for 2 to 3 mins. 7. Pour hot water just enough to immerse the chicken. Avoid adding lots of water as the chicken lets out some moisture as it cooks and the curry can become runny. 8. Bring to a boil, cover and cook on a low flame till the chicken is fully cooked and tender. 9. Add the poppy seeds or cashew puree/paste. Stir well and cook till you get the required consistency for about 3 to 5 minutes. Stir often to prevent the poppy seeds paste from sticking at the bottom. Taste test and add more salt or garam masala to taste. 10. Serve andhra chicken curry with garelu (Medu vada) pulao, rice, chapati or phulka."
Andhra chilli chicken,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/andhra-chili-chicken-recipe-spicy-and-hot-restaurant-style-chicken-starter/,15,13,"3 grams chicken, 1 tsp solid ghee, 2 onions, 1 tbsp lemon juice, 1 tsp ginger garlic paste, 0.25 tsp red chili powder, 0.5 tsp garam masala powder, turmeric powder, Salt, 0.5 cup coriander leaves, 2 green chilies, 1 tbsp oil, 1 sprig curry leaves, 0.25 tsp cumin, 2.5 green chilies","1. Soak chicken in butter milk overnight or at least for 2 hours. 2. Blend green chilies, coriander leaves in a jar. 3. Marinate chicken with marination ingredients. Cook until the meat is done fully. 4. Heat a pan with cumin, curry leaves and slit chilies. Add chicken and then the blended paste. Fry for 3 to 5 minutes. Serve andhra chilli chicken hot. 5. Chicken 65 Recipe Chicken manchuria... Chicken Fry Recip... Chicken kebab rec... Chilli Chicken Re... Chicken Curry Rec... 6. Wash and soak chicken in buttermilk overnight and refrigerate. Drain off the buttermilk fully, the next morning.This is done only to tenderize the chicken. If you have meat tenderizer you can use it too. You can skip this step totally and just marinate with the marination ingredients and set aside for 45 minutes to 1 hour 7. Make a fine paste of the coriander leaves and green chili, set aside till we use it for seasoning. Coarsely crush or pulse onion in a mixer. 8. Mix all the marination ingredients along with crushed onions and chicken. If your chicken is not soaked in buttermilk for atleast few hours, then i suggest you set aside after marination for 45 minutes to 1 hour 9. Cook chicken on a medium flame till tender and soft. If needed you can sprinkle little water. If the chicken oozes out more moisture, evaporate by cooking on high. But do not overcook at high temperature for long. It can make the chicken hard. 10. Heat a pan with oil, add cumin, when they begin to splutter add curry leaves and green chilies. Fry till the leaves turn crisp 11. Transfer the cooked chicken and add ground coriander chilli paste. 12. Mix well and fry for about 3 to 5 minutes on a medium flame, till you begin to get a nice aroma of the coriander leaves. 13. Serve with onion and lemon wedges"
Andhra Fish Fry,Andhra Pradesh,South,web,https://www.indianhealthyrecipes.com/andhra-fish-fry-ghee-roasted-fish/,9,7,"1 tablespoon Oil, 25 grams fish fillet, 0.25 teaspoon salt, 0.125 teaspoon turmeric, 1 tablespoon Lemon juice, 0.75 teaspoon ginger garlic paste, 0.625 teaspoon Kashmiri red chili powder, 0.375 teaspoon garam masala, 1 sprig curry leaves","1. I have used a single steak weighing 250 grams. You can increase the quantity of ingredients proportionately if you are using more fish. Do not use too much masala powder, red chili powder and ginger garlic paste for marination. It will taste bitter. For added spice, sprinkle more spice powders at step 5. 2. Make a paste of salt, red chili powder, garam masala, ginger, garlic, turmeric and lemon juice. Taste test and adjust as required. Marinate fish with this and keep aside for just 10 minutes. 3. Heat a heavy bottom pan with 1 tbsp. oil or ghee. If deep frying use oil. If pan frying, to get an Andhra taste, use ghee. To get a Kerala taste use coconut oil. But any oil will do as well. 4. You can shallow fry, deep fry or pan fry, use oil accordingly. I suggest using a small pan, so less oil can be used to fry. 5. When the oil becomes just hot enough, place the fish in the oil and fry on a medium flame. After 3 to 4 minutes turn it to the other side and add curry leaves. Fry until the fish is cooked through. If you are pan frying and want to make a spicy fish fry, sprinkle more red chili powder, black pepper or garam masala now (not for deep fry or shallow fry). 6. Tip: You know it is fully cooked, if the fish flakes easily at the prick of a fork. Use a food thermometer to check if you have one. The internal temperature should reach 145 F or 63 C in the thickest part of the fish. 7. Switch off the stove. Garnish Andhra fish fry with onion wedges and serve."
Anjeer Barfi,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/anjeer-barfi/,8,7,"0.75 cup figs, 0.75 cup dates, 2 tablespoons raisins, 3.5 tablespoons water, 0.75 cup nuts, 0.125 teaspoon cardamom powder, 1 pinch cinnamon, 1 teaspoon oil","1. Dry roast chopped nuts till crunchy. keep this aside in a plate. If you want you can also toast the whole nuts until crunchy. Cool and then pulse in a grinder. 2. To the same pan, add chopped figs with 3 table spoons water to soften them. By the time i could take the picture, the water got evaporated. But make sure figs turn soft. 3. Tip: If your figs are hard, soak them in little boiling hot water. As soon as they turn soft, remove from water and chop them. 4. Add chopped dates, raisins, cinnamon or nutmeg powder and cardamom powder. cook on a low flame for few minutes. If your dates are hard, soak them in hot water and then chop. 5. After 3 to 4 minutes, it turns mushy and sticky. But this depends on the type of your dates too, but cook till they turn soft and mushy. I added 1 tsp. organic virgin coconut oil, this is optional. Since I used a stainless pan, it began to stick , so the oil helped me to cook it further without burning. If you are not using oil or ghee, use a non stick. 6. Anjeer and dates mixture should become quite hot and thick, not soggy, else the burfi turns soggy and turns sticky while you cut. 7. Mix well. the mixture should looks firm and fairly dry like you see in the picture below. After adding nuts if the mixture doesn’t look firm, then cook for another two minutes. Transfer it to a butter paper. Cover it with another parchment paper. Spread the mixture with a rolling pin immediately and cool it. Cut to pieces once it cools completely."
Apollo Fish Recipe,Telangana,South,web,https://www.indianhealthyrecipes.com/hyderabad-apollo-fish-fry-recipe/,17,9,"5 grams fish fillet, Oil, 2.5 tablespoons corn flour, 1.5 tablespoons all-purpose flour, 1 teaspoon red chili powder, 1 teaspoon ginger garlic paste, 0.25 teaspoon turmeric, 0.625 teaspoon salt, 1.5 tablespoons lemon juice, 1 egg white, 1 tablespoon oil, 1 sprig curry leaves, 1.5 tablespoon ginger, 1.5 tablespoon garlic, 2 green chilies, 2 onions, 1 tablespoon soya sauce","1. Cut the fish to desired size pieces (about ¾ to 1 inch) or to strips and rinse and drain completely. 2. Pour the lemon juice and salt over the fish and set aside for 5 minutes. 3. Marinate with red chillii powder, turmeric, salt,, ginger garlic paste & egg white. Set aside for about 30 minutes. 4. Heat oil for deep frying on a medium heat. 5. Sprinkle corn flour and all-purpose flour. Mix well to coat them. 6. When the oil is hot enough, reduce the heat to medium, deep fry the pieces until crisp and golden. Remove to a cooling rack or a colander. 7. Heat 1 tbsp. oil in another pan. Fry curry leaves till crisp, add ginger garlic and green chilies and fry till you get an aroma. 8. Add chopped onions and fry till lightly brown. If you want you may add soya sauce and mix well. Add the fried fish and saute on high for 3 mins. 9. Apollo fish fry is ready."
Appe Recipe (Instant Rava Appe),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/appe-recipe/,16,16,"2 tablespoons ghee, 0.25 teaspoon mustard seeds, 0.5 teaspoon cumin seeds, 2 tablespoons cashews, 2 sprigs curry leaves, 1.5 green chilies, 1 teaspoon ginger, 1 cup rava, 0.5 teaspoon salt, 1 cup water, 0.5 cup carrot, 0.25 cup coriander leaves, 0.5 cup yogurt, 1.5 teaspoon lemon juice, 1.5 tablespoons oil, 0.25 teaspoon baking soda","1. Add the ghee or oil to a large pan and heat it. 2. When the oil is hot, turn the flame to low and add the mustard seeds along with cumin seeds. 3. Add the chopped cashews and fry till golden. 4. Add the curry leaves, chilies and ginger garlic paste for about a minute, without burning. 5. Add the rava/semolina and increase the flame to medium. Roast till crunchy, stirring often so it does not burn. Turn off. Add the salt and cool completely. 6. Pour water and mix well, let it rest for a minimum of 10 mins. 7. Meanwhile grate the carrot and chop the coriander leaves finely. 8. Add these to the mixture and add the yogurt with the lemon/lime juice. Mix well and taste test. Adjust salt to taste. 9. The consistency should be thick yet a little loose than the rava idli batter. (not runny). If it is too thick sprinkle 1 to 2 tablespoons water. 10. Heat the appe pan on a medium flame and pour ⅛ teaspoon oil to each cavity. If using cast iron pan, spread the oil all over the cavities. 11. While the oil heats, mix the baking soda or eno with 1 teaspoon water. Pour it to the appe batter and mix well. 12. Pour the batter to fill the cavities just until the rim. 13. Cover and cook until the base is firm, golden and slightly crisp. Using a skewer or a wooden appe spatula turn them to the other side. Press down gently into the cavities. 14. Cook well on this side as well. Test if they are cooked by poking with a skewer or a fork in the center of the appe. They should be clean without any wet batter. Remove them to a plate. 15. Before proceeding to fry the next batch, make sure the pan is not too hot. I usually turn off the stove for a while to bring down the temperature. If the pan is too hot, the base of the appe with brown too quickly without cooking them from inside. 16. Serve instant rava appe with Coconut chutney, Tomato Chutney or onion chutney. They taste good on their own or even with a cup of chai or coffee."
Apple Chutney Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/apple-chutney/,13,8,"5 grams apples, 1 tablespoon oil, 1 gram cinnamon, 2 parts star anise, 4 cloves 4 cloves, 1.5 tablespoon ginger, 0.25 teaspoon red chili powder, 1 teaspoon fennel, 1 teaspoon cumin, 3 tablespoons brown sugar, 3 tablespoons sugar, 0.25 teaspoon pepper, 0.5 cup apple cider vinegar","1. Pour 1 tablespoon ghee or oil to a wide pan or pot. When the oil turns hot, add 2 inches piece of cinnamon (1 gram), 4 cloves and 2 segments of star anise. When they sizzle, add 1½ tablespoon ginger. Fry it for about a minute. Then add ¼ teaspoon red chili powder or flakes. 2. Give a quick stir. 3. Quickly add 1 lb. (450to 500 grams) chopped apples (3 medium) and pour the ½ cup apple cider vinegar. 4. Add 3 tablespoons brown and 3 tablespoons white sugar along with 1 teaspoon cumin powder, 1 teaspoon fennel powder & ¼ teaspoon ground pepper. Mix all of them together. 5. Cover and let it simmer until the apples turn tender. Covering the pot at this stage helps to retain the flavors of spices. 6. Sugar dissolves and the entire mixture will have a lot of moisture. Open the lid when the apples are tender and you begin to smell the mixture good. Continue to cover in the open pot stirring until all of the excess moisture evaporates and the apple chutney turns thick. 7. At this stage, mash a small portion of the chutney with a spatula to give a texture to the chutney. Next turn off the stove and cool this completely. 8. This chutney keeps good for several months when stored in a clean, dry & air tight glass jar. Place the bottle in a dry cabinet. Avoid keeping it in the kitchen if it is very humid. If making in large quantity then store them in smaller jars. Use moist free spoons to serve it."
Apple Jam Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/apple-jam/,8,7,"45 grams apples, 0.75 cup sugar, 3 tablespoons apple vinegar, 3 tablespoons water, 1 tablespoon vanilla extract, 2.5 inch cinnamon, 0.25 teaspoon cinnamon, 1 star anise","1. Rinse, peel, core and quarter the apples. Grate them in a food processor. If you don't have a food processor simply chop them as fine as possible. 2. Add the apples to a heavy bottom saucepan or pot. Add vinegar, water, cinnamon stick and star anise. 3. Cover and cook on a low heat until the apples are slightly softened. 4. Add sugar and continue to cook stirring often until thick. Add ground cinnamon and vanilla. 5. When it thickens test by swiping the bottom of the pot with a spatula. It should leave a trail behind the spatula. (Check step by step photos in the post) 6. Do a final test by dropping a spoonful of apple jam on a cold plate. It should not spread and must retain its shape. The other way to check is to cool it slightly and run your finger in the center of the jam. It should leave a space showing the line. 7. Cool apple jam completely and store in a clean air tight dry glass jar. It lasts for few months in the refrigerator. Spread it on toasts, parathas or fresh bread."
Apple Juice Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/apple-juice-recipe/,12,8,"2 apples, 2.5 tablespoons lemon juice, 6 ice cubes, 0.5 cup water, 0.375 inch ginger, 1.5 teaspoons sweetener, 4 apples, 0.5 inch ginger, 1 lemon, 1 lb apples, 1.25 cup water, 2 inch cinnamon piece","1. Wash apples under running water. To make 2 servings, you will need 2 apples for blender juice or 4 to 6 apples for cold pressed juice. If you prefer to use the skin, then make sure they are at room temperature and spray vinegar. Set these aside for 5 mins. Rub them gently with sea salt and rinse off under running water. 2. It is up to you if you want you may simply wash them well and peel off the skin. Apple skin has a natural substance known as pectin which is highly beneficial for health, so many people prefer to use the skin for juicing. Keep your juicer or blender jar ready before you begin to peel and cut them as the cut apples turn brown quickly. 3. There may be many ways of cutting apples, but I do it as shown in the image below. You can also use a apple slicer or a corer. The whole apple can be directly added to many slow juicer chutes, but we prefer to discard the seeds and the core since there may be infestations inside the core. 4. Cut the apples to a size that fits your juicer chute. If making in a blender cut to small pieces. To make in a slow juicer, cut each apple to 4 pieces & discard the core. 5. For this version I basically use 1¼ cup water to 1 pound (450 grams apples). If using organic apples, I don’t peel them but wash thoroughly and then seed. 6. Deseed and chop or slice 1 pound (450 grams) apples. Add them to a large bowl along with cinnamon and 1¼ cups water. Bring the mixture to a gentle boil, Cover and simmer until the apples are soft and mushy. If you do not cover you will end up with only pulp and no juice. 7. Place a colander/strainer over a bowl and line with a muslin cloth. Cool down and pour the apples along with the liquid to the lined strainer. 8. Transfer the juice to serving glasses or a pitcher. If you want you may stir in some honey to taste. Use the pulp just like your apple sauce. It also goes well in your dairy free shakes, smoothies, soups and porridge."
Apple Milkshake (Apple Shake),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/apple-milkshake-recipe/,7,8,"1 apple, 1 cup milk, 1.5 teaspoon sugar, 1 cashews, 2 pinches cinnamon powder, 2 ice cubes, 0.25 teaspoon vanilla extract","1. To make one serving of apple shake, you will need 1 apple, 1 cup milk (dairy or vegan) & 1 tsp to 1 tbsp sugar or maple syrup or use 2 soft dates. Optionally if you want to flavor you may use ⅛ to ¼ teaspoon ground cinnamon (powder) and a few drops of vanilla extract. To thicken and add protein, use up to 10 cashews. 2. I use Homemade Almond Milk . For this add 3 tablespoons almond flour to a bowl and pour 4 tablespoons hot water. Let it sit for 20 mins. If using almonds, soak them (12) for 5 to 6 hours and peel them. Later grind in a small jar with 4 tablespoons water to a super smooth milk. Add ½ cup water and grind again. You will get a little over 1 cup almond milk. 3. Wash your apples very well under running water and peel them. Slice & then chop them as needed. 4. Don’t let your apples sit for longer, they will begin to oxidize and turn brown. Add them to a blender. 5. Add all the other ingredients you are using – milk & sweetener. Optional – If using add cinnamon, vanilla and cashews too. 6. Pour the milk. If you want cold shake, add 1 to 2 ice cubes or milk cubes. 7. Blend until smooth and frothy. 8. Pour apple milkshake to a serving glass. If you want drizzle some cinnamon or brown sugar for garnishing. Serve apple milkshake immediately."
Apple Orange Smoothie Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/apple-orange-smoothie/,5,10,"2 apples sweet tasting, 2.5 oranges, 0.5 inch ginger, 0.25 teaspoon black pepper, 11 almonds","1. Wash apples under running water. Spray vinegar and leave them aside for 2 to 3 mins. 2. Rub them well with sea salt and wash under running water. 3. Peel the skin if apples are not organic. Keep the skin on for organic apples. Wash and peal the oranges. 4. Remove the pith of the oranges and halve the oranges, lengthwise . Then make a deep cut in the halved oranges in the center, so you cut all of the orange segments. Remove the seeds. 5. Optional - If using nuts, add them to the blender jar with ½ to ¾ cup water or any liquid. Blend until smooth. 6. Add the oranges and the chopped apples. Add the optional ingredients. Blend until smooth. If it is too thick for your liking simply pour more liquid like water or juice & blend. 7. Method 2 - Juice the oranges in a orange juicer or a blender. Strain the juice and then add the rest of the ingredients to the blender. We need one cup of orange juice. 8. Blend well to make a smoothie. Adjust the consistency by adding more orange juice or water. 9. Fix your smoothie attachments to the juicer, run your machine and add all the ingredients one after the other into the juicer chute. Add more oranges if you like a thin smoothie. 10. Serve apple orange smoothie immediately."
Apple Tea Recipe (Apple Cinnamon Tea),Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/apple-tea/,8,8,"3 cups water, 1 apple, 1 inch cinnamon piece, 0.5 inch ginger, 1 tablespoon Lemon juice, 4 black pepper corn, 0.5 teaspoon tea powder, 1 tablespoon Honey","1. Pour water to a pot and add tea powder, ginger, cinnamon and black pepper. Bring this to a boil on a medium heat. 2. Reduce the heat and simmer this for 5 to 7 minutes until you begin to smell the cinnamon. 3. While the tea simmers, rinse and peel the apple. Chop to small bite sized pieces or grate it. 4. Add the apple to the boiling tea and simmer for 2 to 3 minutes. 5. Turn off the heat and cover the pot. Do not disturb for 5 mins. 6. After 5 mins, strain the apple tea and add sugar if using. 7. If adding lemon juice or honey, let the apple tea cool down to warm temperature. Then stir honey and lemon juice as required. 8. Serve apple cinnamon tea warm or hot. You can also eat up the warm mushy apple."
Atta Ladoo Recipe,Unclassified,Unclassified,web,https://www.indianhealthyrecipes.com/atta-ladoo-recipe-wheat-flour-laddu/,5,16,"1 cups atta, 0.5 cup 2 tbsps sugar, 0.25 cup ghee, 0.3333333333333333 cup almonds cashews, 0.5 tsp cardamom powder",1. Heat ghee in a deep pan and fry the nuts until golden. You can chop before frying or fry the whole nuts & pulse them in mixer. 2. Remove them to a plate and set aside. 3. Add atta and begin to roast on a medium heat stirring continuously. 4. After frying it for sometime the color of the atta begins to deepen and it turns aromatic. 5. Reduce the flame to lowest and keep frying until it turns to a deep golden color with an unique aroma in your kitchen. 6. Set this aside to cool completely. 7. Meanwhile grate jaggery or powder the sugar. 8. When the atta cools down completely then add cardamom powder and powdered sugar. 9. You can also blend the nuts and add them here. 10. Now mix every thing well until uniform. 11. The atta ladoo mixture at this stage will be quite greasy and can be easily rolled to balls. 12. If not just knead the mixture well with your hands to release the oils. 13. You can also heat 1 to 2 tbsps more ghee and add it. OR Just blend the mixture in a blender. 14. Take small portions of this mixture to your palm and press down gently to give the shape of ladoo. 15. You can make about 9 to 10 atta ladoos. 16. Store them in a air tight jar. They keep good for several weeks at room temperature if handled with dry hands.
Authentic Chana Masala (Chickpea Masala),Unclassified,North,web,https://www.indianhealthyrecipes.com/chana-masala/,20,14,"1 cup chana, 1.5 cups water, 2 tablespoon oil, 1 bay leaf, 1 inch cinnamon, 2 cloves 2 cloves ((optional)), 2 green cardamoms, 1.5 cups onions, 1 green chili, 0.875 tablespoon ginger garlic paste, 1.5 cups tomatoes, 0.75 teaspoon salt, 0.25 teaspoon turmeric, 1.5 teaspoons Kashmiri red chili powder, 1 teaspoon garam masala, 2 teaspoon coriander powder, 0.5 teaspoon cumin powder, 1 teaspoon kasuri methi, 0.25 teaspoon amchur, 2 tbsp coriander leaves","1. Rinse dried chickpeas at least thrice. Soak them in 3 ½ to 4 cups of water overnight or for at least 8 hours. 2. Drain the water and rinse them well. Pour water and pressure cook for 5 to 6 whistles on a stovetop cooker. You may also cook in an instant pot for 18 minutes on a high pressure. Let the pressure drop naturally. 3. Make sure your chickpeas are soft and tender. Squeeze a chickpea to test, it should get mashed fully. If not cook them for a little longer. 4. Heat a large pot and pour oil. When the oil turns slightly hot, add the whole spices – cinnamon, cloves, cardamoms and bay leaf. 5. When they begin to sizzle add the onions and green chili. Saute until they turn light golden. 6. Add ginger garlic paste and saute for a minute without burning. 7. Add tomatoes and salt. Let cook until mushy, pulpy and thick. 8. Stir in red chilli powder, turmeric, garam masala, coriander powder and cumin powder. Saute until the masala begins to smell good, for about 3 to 4 mins. 9. Optional – If you want a smooth curry, cool this, discard the bay leaf, green chili and cinnamon. Blend in a blender to a smooth or coarse paste to suit your liking. I prefer to blend in 2 tbsps cooked chana along with the onion tomato masala. Add that puree back to the pan. 10. Add the chana along with the chana stock or water (1¼ cups). Pour another ¾ to 1 cup water. If you don't puree the onion tomato masala, you will require lesser water. If using canned chickpeas, drain and rinse them before adding with 1¾ cups water. 11. Mix well. Taste test and add more salt. Cover and simmer for 15 minutes. 12. When the consistency is thick (check pics), add amchur powder (optional) and kasuri methi. 13. Garnish Chana masala with coriander leaves. Sprinkle some lemon juice if required. Serve with Basmati Rice, Jeera Rice, Naan or Chapati. 14. To make the recipe in Instant pot, make the onion tomato masala on saute mode. Optionally If you want you may cool and blend this. Add the soaked chickpeas with 2 cups water. Deglaze and Pressure cook on high for 35 minutes. When the pressure drops, open the lid. Cook on a saute mode for a few minutes until thick. Add kasuri methi and amchur."
